Age,Job Title,Years of Experience,Salary,Gender_Female,Gender_Male,Gender_Other,Education Level_High School,Education Level_Bachelor's,Education Level_Bachelor's Degree,Education Level_Master's,Education Level_Master's Degree,Education Level_PhD,Seniority
36.0,103,11.0,160000.0,0,1,0,0,0,1,0,0,0,7
25.0,76,3.0,65000.0,1,0,0,0,0,1,0,0,0,7
30.0,51,7.0,120000.0,0,1,0,0,0,0,0,1,0,7
28.0,42,6.0,105000.0,1,0,0,0,0,0,0,0,1,4
26.0,89,5.0,85000.0,0,1,0,0,0,1,0,0,0,10
28.0,76,7.0,110000.0,1,0,0,0,0,0,0,1,0,7
34.0,42,12.0,170000.0,0,1,0,0,0,0,0,0,1,4
31.0,101,9.0,140000.0,0,1,0,0,0,1,0,0,0,4
24.0,100,1.0,30000.0,1,0,0,1,0,0,0,0,0,1
29.0,32,6.0,95000.0,0,1,0,0,0,1,0,0,0,7
27.0,15,4.0,80000.0,1,0,0,0,0,0,0,1,0,7
33.0,101,10.0,155000.0,0,1,0,0,0,0,0,0,1,4
21.0,105,0.0,25000.0,1,0,0,1,0,0,0,0,0,6
36.0,103,11.0,160000.0,0,1,0,0,0,1,0,0,0,7
25.0,76,3.0,65000.0,1,0,0,0,0,1,0,0,0,7
30.0,51,7.0,120000.0,0,1,0,0,0,0,0,1,0,7
28.0,42,6.0,105000.0,1,0,0,0,0,0,0,0,1,4
26.0,89,5.0,85000.0,0,1,0,0,0,1,0,0,0,10
28.0,76,7.0,110000.0,1,0,0,0,0,0,0,1,0,7
34.0,42,12.0,170000.0,0,1,0,0,0,0,0,0,1,4
31.0,101,9.0,140000.0,0,1,0,0,0,1,0,0,0,4
24.0,100,1.0,30000.0,1,0,0,1,0,0,0,0,0,1
29.0,32,6.0,95000.0,0,1,0,0,0,1,0,0,0,7
27.0,15,4.0,80000.0,1,0,0,0,0,0,0,1,0,7
33.0,101,10.0,155000.0,0,1,0,0,0,0,0,0,1,4
21.0,105,0.0,25000.0,1,0,0,1,0,0,0,0,0,6
36.0,103,11.0,160000.0,0,1,0,0,0,1,0,0,0,7
25.0,76,3.0,65000.0,1,0,0,0,0,1,0,0,0,7
30.0,51,7.0,120000.0,0,1,0,0,0,0,0,1,0,7
28.0,42,6.0,105000.0,1,0,0,0,0,0,0,0,1,4
26.0,89,5.0,85000.0,0,1,0,0,0,1,0,0,0,10
28.0,76,7.0,110000.0,1,0,0,0,0,0,0,1,0,7
34.0,42,12.0,170000.0,0,1,0,0,0,0,0,0,1,4
31.0,101,9.0,140000.0,0,1,0,0,0,1,0,0,0,4
24.0,100,1.0,30000.0,1,0,0,1,0,0,0,0,0,1
29.0,32,6.0,95000.0,0,1,0,0,0,1,0,0,0,7
27.0,15,4.0,80000.0,1,0,0,0,0,0,0,1,0,7
33.0,101,10.0,155000.0,0,1,0,0,0,0,0,0,1,4
21.0,105,0.0,25000.0,1,0,0,1,0,0,0,0,0,6
36.0,103,11.0,160000.0,0,1,0,0,0,1,0,0,0,7
25.0,76,3.0,65000.0,1,0,0,0,0,1,0,0,0,7
30.0,51,7.0,120000.0,0,1,0,0,0,0,0,1,0,7
28.0,42,6.0,105000.0,1,0,0,0,0,0,0,0,1,4
26.0,89,5.0,85000.0,0,1,0,0,0,1,0,0,0,10
28.0,76,7.0,110000.0,1,0,0,0,0,0,0,1,0,7
34.0,42,12.0,170000.0,0,1,0,0,0,0,0,0,1,4
31.0,101,9.0,140000.0,0,1,0,0,0,1,0,0,0,4
24.0,100,1.0,30000.0,1,0,0,1,0,0,0,0,0,1
29.0,32,6.0,95000.0,0,1,0,0,0,1,0,0,0,7
27.0,15,4.0,80000.0,1,0,0,0,0,0,0,1,0,7
22.0,100,0.0,25000.0,1,0,0,1,0,0,0,0,0,1
45.0,51,21.0,250000.0,0,1,0,0,0,1,0,0,0,7
31.0,15,8.0,120000.0,1,0,0,0,0,0,0,1,0,7
28.0,32,4.0,80000.0,0,1,0,0,0,1,0,0,0,7
29.0,89,6.0,100000.0,0,1,0,0,0,1,0,0,0,10
35.0,42,12.0,170000.0,1,0,0,0,0,0,0,0,1,4
27.0,105,3.0,50000.0,0,1,0,1,0,0,0,0,0,8
33.0,76,9.0,140000.0,1,0,0,0,0,1,0,0,0,7
30.0,51,7.0,120000.0,0,1,0,0,0,0,0,1,0,7
25.0,76,2.0,55000.0,1,0,0,0,0,1,0,0,0,7
26.0,89,5.0,85000.0,0,1,0,0,0,1,0,0,0,10
29.0,15,4.0,80000.0,1,0,0,0,0,0,0,1,0,7
34.0,42,12.0,170000.0,0,1,0,0,0,0,0,0,1,4
31.0,101,9.0,140000.0,0,1,0,0,0,1,0,0,0,4
24.0,100,1.0,30000.0,1,0,0,1,0,0,0,0,0,1
29.0,32,6.0,95000.0,0,1,0,0,0,1,0,0,0,7
27.0,15,4.0,80000.0,1,0,0,0,0,0,0,1,0,7
33.0,101,10.0,155000.0,0,1,0,0,0,0,0,0,1,4
21.0,105,0.0,25000.0,1,0,0,1,0,0,0,0,0,6
36.0,103,11.0,160000.0,0,1,0,0,0,1,0,0,0,7
25.0,76,3.0,65000.0,1,0,0,0,0,1,0,0,0,7
30.0,51,7.0,120000.0,0,1,0,0,0,0,0,1,0,7
28.0,42,6.0,105000.0,1,0,0,0,0,0,0,0,1,4
26.0,89,5.0,85000.0,0,1,0,0,0,1,0,0,0,10
28.0,76,7.0,110000.0,1,0,0,0,0,0,0,1,0,7
34.0,42,12.0,170000.0,0,1,0,0,0,0,0,0,1,4
31.0,101,9.0,140000.0,0,1,0,0,0,1,0,0,0,4
24.0,100,1.0,30000.0,1,0,0,1,0,0,0,0,0,1
29.0,32,6.0,95000.0,0,1,0,0,0,1,0,0,0,7
27.0,15,4.0,80000.0,1,0,0,0,0,0,0,1,0,7
33.0,101,10.0,155000.0,0,1,0,0,0,0,0,0,1,4
21.0,105,0.0,25000.0,1,0,0,1,0,0,0,0,0,6
36.0,103,11.0,160000.0,0,1,0,0,0,1,0,0,0,7
25.0,76,3.0,65000.0,1,0,0,0,0,1,0,0,0,7
30.0,51,7.0,120000.0,0,1,0,0,0,0,0,1,0,7
28.0,42,6.0,105000.0,1,0,0,0,0,0,0,0,1,4
26.0,89,5.0,85000.0,0,1,0,0,0,1,0,0,0,10
28.0,76,7.0,110000.0,1,0,0,0,0,0,0,1,0,7
34.0,42,12.0,170000.0,0,1,0,0,0,0,0,0,1,4
31.0,101,9.0,140000.0,0,1,0,0,0,1,0,0,0,4
24.0,100,1.0,30000.0,1,0,0,1,0,0,0,0,0,1
29.0,32,6.0,95000.0,0,1,0,0,0,1,0,0,0,7
27.0,15,4.0,80000.0,1,0,0,0,0,0,0,1,0,7
33.0,101,10.0,155000.0,0,1,0,0,0,0,0,0,1,4
21.0,105,0.0,25000.0,1,0,0,1,0,0,0,0,0,6
36.0,103,11.0,160000.0,0,1,0,0,0,1,0,0,0,7
25.0,76,3.0,65000.0,1,0,0,0,0,1,0,0,0,7
30.0,51,7.0,120000.0,0,1,0,0,0,0,0,1,0,7
28.0,42,6.0,105000.0,1,0,0,0,0,0,0,0,1,4
26.0,89,5.0,85000.0,0,1,0,0,0,1,0,0,0,10
28.0,76,7.0,110000.0,1,0,0,0,0,0,0,1,0,7
34.0,42,12.0,170000.0,0,1,0,0,0,0,0,0,1,4
31.0,101,9.0,140000.0,0,1,0,0,0,1,0,0,0,4
24.0,100,1.0,30000.0,1,0,0,1,0,0,0,0,0,1
29.0,32,6.0,95000.0,0,1,0,0,0,1,0,0,0,7
27.0,15,4.0,80000.0,1,0,0,0,0,0,0,1,0,7
33.0,101,10.0,155000.0,0,1,0,0,0,0,0,0,1,4
21.0,105,0.0,25000.0,1,0,0,1,0,0,0,0,0,6
36.0,103,11.0,160000.0,0,1,0,0,0,1,0,0,0,7
25.0,76,3.0,65000.0,1,0,0,0,0,1,0,0,0,7
30.0,51,7.0,120000.0,0,1,0,0,0,0,0,1,0,7
28.0,42,6.0,105000.0,1,0,0,0,0,0,0,0,1,4
26.0,89,5.0,85000.0,0,1,0,0,0,1,0,0,0,10
28.0,76,7.0,110000.0,1,0,0,0,0,0,0,1,0,7
34.0,42,12.0,170000.0,0,1,0,0,0,0,0,0,1,4
31.0,101,9.0,140000.0,0,1,0,0,0,1,0,0,0,4
24.0,100,1.0,30000.0,1,0,0,1,0,0,0,0,0,1
29.0,32,6.0,95000.0,0,1,0,0,0,1,0,0,0,7
27.0,15,4.0,80000.0,1,0,0,0,0,0,0,1,0,7
33.0,101,10.0,155000.0,0,1,0,0,0,0,0,0,1,4
21.0,105,0.0,25000.0,1,0,0,1,0,0,0,0,0,6
36.0,103,11.0,160000.0,0,1,0,0,0,1,0,0,0,7
25.0,76,3.0,65000.0,1,0,0,0,0,1,0,0,0,7
30.0,51,7.0,120000.0,0,1,0,0,0,0,0,1,0,7
28.0,42,6.0,105000.0,1,0,0,0,0,0,0,0,1,4
26.0,89,5.0,85000.0,0,1,0,0,0,1,0,0,0,10
28.0,76,7.0,110000.0,1,0,0,0,0,0,0,1,0,7
34.0,42,12.0,170000.0,0,1,0,0,0,0,0,0,1,4
31.0,101,9.0,140000.0,0,1,0,0,0,1,0,0,0,4
24.0,100,1.0,30000.0,1,0,0,1,0,0,0,0,0,1
29.0,32,6.0,95000.0,0,1,0,0,0,1,0,0,0,7
27.0,15,4.0,80000.0,1,0,0,0,0,0,0,1,0,7
33.0,101,10.0,155000.0,0,1,0,0,0,0,0,0,1,4
21.0,105,0.0,25000.0,1,0,0,1,0,0,0,0,0,6
36.0,103,11.0,160000.0,0,1,0,0,0,1,0,0,0,7
25.0,76,3.0,65000.0,1,0,0,0,0,1,0,0,0,7
30.0,51,7.0,120000.0,0,1,0,0,0,0,0,1,0,7
28.0,42,6.0,105000.0,1,0,0,0,0,0,0,0,1,4
26.0,89,5.0,85000.0,0,1,0,0,0,1,0,0,0,10
28.0,76,7.0,110000.0,1,0,0,0,0,0,0,1,0,7
34.0,42,12.0,170000.0,0,1,0,0,0,0,0,0,1,4
31.0,101,9.0,140000.0,0,1,0,0,0,1,0,0,0,4
24.0,100,1.0,30000.0,1,0,0,1,0,0,0,0,0,1
29.0,32,6.0,95000.0,0,1,0,0,0,1,0,0,0,7
27.0,15,4.0,80000.0,1,0,0,0,0,0,0,1,0,7
33.0,101,10.0,155000.0,0,1,0,0,0,0,0,0,1,4
21.0,105,0.0,25000.0,1,0,0,1,0,0,0,0,0,6
36.0,103,11.0,160000.0,0,1,0,0,0,1,0,0,0,7
25.0,76,3.0,65000.0,1,0,0,0,0,1,0,0,0,7
30.0,51,7.0,120000.0,0,1,0,0,0,0,0,1,0,7
28.0,42,6.0,105000.0,1,0,0,0,0,0,0,0,1,4
26.0,89,5.0,85000.0,0,1,0,0,0,1,0,0,0,10
28.0,76,7.0,110000.0,1,0,0,0,0,0,0,1,0,7
34.0,42,12.0,170000.0,0,1,0,0,0,0,0,0,1,4
31.0,101,9.0,140000.0,0,1,0,0,0,1,0,0,0,4
24.0,100,1.0,30000.0,1,0,0,1,0,0,0,0,0,1
29.0,32,6.0,95000.0,0,1,0,0,0,1,0,0,0,7
27.0,15,4.0,80000.0,1,0,0,0,0,0,0,1,0,7
33.0,101,10.0,155000.0,0,1,0,0,0,0,0,0,1,4
21.0,105,0.0,25000.0,1,0,0,1,0,0,0,0,0,6
36.0,103,11.0,160000.0,0,1,0,0,0,1,0,0,0,7
25.0,76,3.0,65000.0,1,0,0,0,0,1,0,0,0,7
30.0,51,7.0,120000.0,0,1,0,0,0,0,0,1,0,7
28.0,42,6.0,105000.0,1,0,0,0,0,0,0,0,1,4
26.0,89,5.0,85000.0,0,1,0,0,0,1,0,0,0,10
28.0,76,7.0,110000.0,1,0,0,0,0,0,0,1,0,7
34.0,42,12.0,170000.0,0,1,0,0,0,0,0,0,1,4
31.0,101,9.0,140000.0,0,1,0,0,0,1,0,0,0,4
24.0,100,1.0,30000.0,1,0,0,1,0,0,0,0,0,1
29.0,32,6.0,95000.0,0,1,0,0,0,1,0,0,0,7
27.0,15,4.0,80000.0,1,0,0,0,0,0,0,1,0,7
33.0,101,10.0,155000.0,0,1,0,0,0,0,0,0,1,4
21.0,105,0.0,25000.0,1,0,0,1,0,0,0,0,0,6
36.0,103,11.0,160000.0,0,1,0,0,0,1,0,0,0,7
23.0,112,1.0,60000.0,0,1,0,0,0,1,0,0,0,5
39.0,76,12.0,150000.0,1,0,0,0,0,0,0,1,0,7
28.0,50,4.0,80000.0,0,1,0,0,0,1,0,0,0,0
31.0,98,8.0,120000.0,1,0,0,0,0,0,0,0,1,9
35.0,92,10.0,130000.0,0,1,0,0,0,1,0,0,0,7
27.0,55,2.0,50000.0,1,0,0,0,0,1,0,0,0,8
42.0,112,18.0,180000.0,0,1,0,0,0,0,0,1,0,10
33.0,76,7.0,110000.0,0,1,0,0,0,1,0,0,0,7
24.0,100,0.0,25000.0,1,0,0,1,0,0,0,0,0,1
30.0,50,6.0,100000.0,0,1,0,0,0,0,0,1,0,0
32.0,27,9.0,140000.0,0,1,0,0,0,0,0,0,1,9
22.0,95,0.0,25000.0,1,0,0,1,0,0,0,0,0,8
37.0,88,12.0,150000.0,0,1,0,0,0,1,0,0,0,7
38.0,75,14.0,170000.0,1,0,0,0,0,0,0,1,0,4
25.0,112,1.0,55000.0,0,1,0,0,0,1,0,0,0,6
29.0,74,4.0,65000.0,1,0,0,0,0,1,0,0,0,4
27.0,86,3.0,60000.0,0,1,0,0,0,1,0,0,0,8
34.0,97,10.0,150000.0,1,0,0,0,0,0,0,0,1,4
26.0,73,2.0,50000.0,0,1,0,0,0,1,0,0,0,0
31.0,51,7.0,120000.0,1,0,0,0,0,0,0,1,0,7
25.0,112,1.0,55000.0,0,1,0,0,0,1,0,0,0,6
29.0,74,4.0,65000.0,1,0,0,0,0,1,0,0,0,4
27.0,86,3.0,60000.0,0,1,0,0,0,1,0,0,0,8
34.0,97,10.0,150000.0,1,0,0,0,0,0,0,0,1,4
26.0,73,2.0,50000.0,0,1,0,0,0,1,0,0,0,0
31.0,51,7.0,120000.0,1,0,0,0,0,0,0,1,0,7
23.0,112,1.0,60000.0,0,1,0,0,0,1,0,0,0,5
39.0,76,12.0,150000.0,1,0,0,0,0,0,0,1,0,7
28.0,50,4.0,80000.0,0,1,0,0,0,1,0,0,0,0
31.0,98,8.0,120000.0,1,0,0,0,0,0,0,0,1,9
35.0,92,10.0,130000.0,0,1,0,0,0,1,0,0,0,7
27.0,55,2.0,50000.0,1,0,0,0,0,1,0,0,0,8
42.0,112,18.0,180000.0,0,1,0,0,0,0,0,1,0,10
33.0,76,7.0,110000.0,0,1,0,0,0,1,0,0,0,7
24.0,100,0.0,25000.0,1,0,0,1,0,0,0,0,0,1
30.0,50,6.0,100000.0,0,1,0,0,0,0,0,1,0,0
32.0,27,9.0,140000.0,0,1,0,0,0,0,0,0,1,9
22.0,95,0.0,25000.0,1,0,0,1,0,0,0,0,0,8
37.0,88,12.0,150000.0,0,1,0,0,0,1,0,0,0,7
38.0,75,14.0,170000.0,1,0,0,0,0,0,0,1,0,4
25.0,112,1.0,55000.0,0,1,0,0,0,1,0,0,0,6
29.0,74,4.0,65000.0,1,0,0,0,0,1,0,0,0,4
27.0,86,3.0,60000.0,0,1,0,0,0,1,0,0,0,8
34.0,97,10.0,150000.0,1,0,0,0,0,0,0,0,1,4
26.0,73,2.0,50000.0,0,1,0,0,0,1,0,0,0,0
31.0,51,7.0,120000.0,1,0,0,0,0,0,0,1,0,7
25.0,112,1.0,55000.0,0,1,0,0,0,1,0,0,0,6
29.0,74,4.0,65000.0,1,0,0,0,0,1,0,0,0,4
27.0,86,3.0,60000.0,0,1,0,0,0,1,0,0,0,8
34.0,97,10.0,150000.0,1,0,0,0,0,0,0,0,1,4
26.0,73,2.0,50000.0,0,1,0,0,0,1,0,0,0,0
31.0,51,7.0,120000.0,1,0,0,0,0,0,0,1,0,7
23.0,112,1.0,60000.0,0,1,0,0,0,1,0,0,0,5
39.0,76,12.0,150000.0,1,0,0,0,0,0,0,1,0,7
28.0,50,4.0,80000.0,0,1,0,0,0,1,0,0,0,0
31.0,98,8.0,120000.0,1,0,0,0,0,0,0,0,1,9
35.0,92,10.0,130000.0,0,1,0,0,0,1,0,0,0,7
27.0,55,2.0,50000.0,1,0,0,0,0,1,0,0,0,8
42.0,112,18.0,180000.0,0,1,0,0,0,0,0,1,0,10
33.0,76,7.0,110000.0,0,1,0,0,0,1,0,0,0,7
24.0,100,0.0,25000.0,1,0,0,1,0,0,0,0,0,1
30.0,50,6.0,100000.0,0,1,0,0,0,0,0,1,0,0
32.0,27,9.0,140000.0,0,1,0,0,0,0,0,0,1,9
22.0,95,0.0,25000.0,1,0,0,1,0,0,0,0,0,8
37.0,88,12.0,150000.0,0,1,0,0,0,1,0,0,0,7
38.0,75,14.0,170000.0,1,0,0,0,0,0,0,1,0,4
25.0,112,1.0,55000.0,0,1,0,0,0,1,0,0,0,6
29.0,74,4.0,65000.0,1,0,0,0,0,1,0,0,0,4
27.0,86,3.0,60000.0,0,1,0,0,0,1,0,0,0,8
34.0,97,10.0,150000.0,1,0,0,0,0,0,0,0,1,4
26.0,73,2.0,50000.0,0,1,0,0,0,1,0,0,0,0
31.0,51,7.0,120000.0,1,0,0,0,0,0,0,1,0,7
25.0,112,1.0,55000.0,0,1,0,0,0,1,0,0,0,6
29.0,74,4.0,65000.0,1,0,0,0,0,1,0,0,0,4
27.0,86,3.0,60000.0,0,1,0,0,0,1,0,0,0,8
34.0,97,10.0,150000.0,1,0,0,0,0,0,0,0,1,4
26.0,73,2.0,50000.0,0,1,0,0,0,1,0,0,0,0
31.0,51,7.0,120000.0,1,0,0,0,0,0,0,1,0,7
23.0,112,1.0,60000.0,0,1,0,0,0,1,0,0,0,5
39.0,76,12.0,150000.0,1,0,0,0,0,0,0,1,0,7
28.0,50,4.0,80000.0,0,1,0,0,0,1,0,0,0,0
31.0,98,8.0,120000.0,1,0,0,0,0,0,0,0,1,9
35.0,92,10.0,130000.0,0,1,0,0,0,1,0,0,0,7
27.0,55,2.0,50000.0,1,0,0,0,0,1,0,0,0,8
42.0,112,18.0,180000.0,0,1,0,0,0,0,0,1,0,10
33.0,76,7.0,110000.0,0,1,0,0,0,1,0,0,0,7
24.0,100,0.0,25000.0,1,0,0,1,0,0,0,0,0,1
30.0,50,6.0,100000.0,0,1,0,0,0,0,0,1,0,0
32.0,27,9.0,140000.0,0,1,0,0,0,0,0,0,1,9
22.0,95,0.0,25000.0,1,0,0,1,0,0,0,0,0,8
37.0,88,12.0,150000.0,0,1,0,0,0,1,0,0,0,7
38.0,75,14.0,170000.0,1,0,0,0,0,0,0,1,0,4
25.0,112,1.0,55000.0,0,1,0,0,0,1,0,0,0,6
29.0,74,4.0,65000.0,1,0,0,0,0,1,0,0,0,4
27.0,86,3.0,60000.0,0,1,0,0,0,1,0,0,0,8
34.0,97,10.0,150000.0,1,0,0,0,0,0,0,0,1,4
26.0,73,2.0,50000.0,0,1,0,0,0,1,0,0,0,0
31.0,51,7.0,120000.0,1,0,0,0,0,0,0,1,0,7
25.0,112,1.0,55000.0,0,1,0,0,0,1,0,0,0,6
29.0,74,4.0,65000.0,1,0,0,0,0,1,0,0,0,4
27.0,86,3.0,60000.0,0,1,0,0,0,1,0,0,0,8
34.0,97,10.0,150000.0,1,0,0,0,0,0,0,0,1,4
26.0,73,2.0,50000.0,0,1,0,0,0,1,0,0,0,0
31.0,51,7.0,120000.0,1,0,0,0,0,0,0,1,0,7
23.0,112,1.0,60000.0,0,1,0,0,0,1,0,0,0,5
39.0,76,12.0,150000.0,1,0,0,0,0,0,0,1,0,7
28.0,50,4.0,80000.0,0,1,0,0,0,1,0,0,0,0
31.0,98,8.0,120000.0,1,0,0,0,0,0,0,0,1,9
35.0,92,10.0,130000.0,0,1,0,0,0,1,0,0,0,7
27.0,55,2.0,50000.0,1,0,0,0,0,1,0,0,0,8
42.0,112,18.0,180000.0,0,1,0,0,0,0,0,1,0,10
33.0,76,7.0,110000.0,0,1,0,0,0,1,0,0,0,7
24.0,100,0.0,25000.0,1,0,0,1,0,0,0,0,0,1
30.0,50,6.0,100000.0,0,1,0,0,0,0,0,1,0,0
28.0,112,3.0,85000.0,0,1,0,0,0,1,0,0,0,5
36.0,75,11.0,160000.0,1,0,0,0,0,0,0,1,0,4
25.0,50,1.0,55000.0,0,1,0,0,0,1,0,0,0,0
29.0,27,5.0,100000.0,1,0,0,0,0,0,0,0,1,9
33.0,92,8.0,120000.0,0,1,0,0,0,1,0,0,0,7
27.0,55,2.0,50000.0,1,0,0,0,0,1,0,0,0,8
43.0,112,19.0,185000.0,0,1,0,0,0,0,0,1,0,10
34.0,76,9.0,130000.0,0,1,0,0,0,1,0,0,0,7
25.0,100,0.0,25000.0,1,0,0,1,0,0,0,0,0,1
31.0,50,6.0,100000.0,0,1,0,0,0,0,0,1,0,0
33.0,98,10.0,150000.0,0,1,0,0,0,0,0,0,1,9
23.0,95,0.0,25000.0,1,0,0,1,0,0,0,0,0,8
38.0,88,13.0,160000.0,0,1,0,0,0,1,0,0,0,7
39.0,76,14.0,170000.0,1,0,0,0,0,0,0,1,0,7
26.0,112,1.0,55000.0,0,1,0,0,0,1,0,0,0,6
30.0,74,4.0,65000.0,1,0,0,0,0,1,0,0,0,4
28.0,86,3.0,60000.0,0,1,0,0,0,1,0,0,0,8
35.0,97,11.0,160000.0,1,0,0,0,0,0,0,0,1,4
27.0,73,2.0,50000.0,0,1,0,0,0,1,0,0,0,0
32.0,51,8.0,120000.0,1,0,0,0,0,0,0,1,0,7
26.0,112,1.0,55000.0,0,1,0,0,0,1,0,0,0,6
30.0,74,4.0,65000.0,1,0,0,0,0,1,0,0,0,4
28.0,86,3.0,60000.0,0,1,0,0,0,1,0,0,0,8
35.0,97,11.0,160000.0,1,0,0,0,0,0,0,0,1,4
27.0,73,2.0,50000.0,0,1,0,0,0,1,0,0,0,0
32.0,51,8.0,120000.0,1,0,0,0,0,0,0,1,0,7
28.0,112,3.0,85000.0,0,1,0,0,0,1,0,0,0,5
36.0,75,11.0,160000.0,1,0,0,0,0,0,0,1,0,4
25.0,50,1.0,55000.0,0,1,0,0,0,1,0,0,0,0
29.0,27,5.0,100000.0,1,0,0,0,0,0,0,0,1,9
33.0,92,8.0,120000.0,0,1,0,0,0,1,0,0,0,7
27.0,55,2.0,50000.0,1,0,0,0,0,1,0,0,0,8
43.0,112,19.0,185000.0,0,1,0,0,0,0,0,1,0,10
34.0,76,9.0,130000.0,0,1,0,0,0,1,0,0,0,7
25.0,100,0.0,25000.0,1,0,0,1,0,0,0,0,0,1
31.0,50,6.0,100000.0,0,1,0,0,0,0,0,1,0,0
33.0,98,10.0,150000.0,0,1,0,0,0,0,0,0,1,9
23.0,95,0.0,25000.0,1,0,0,1,0,0,0,0,0,8
38.0,88,13.0,160000.0,0,1,0,0,0,1,0,0,0,7
39.0,76,14.0,170000.0,1,0,0,0,0,0,0,1,0,7
26.0,112,1.0,55000.0,0,1,0,0,0,1,0,0,0,6
30.0,74,4.0,65000.0,1,0,0,0,0,1,0,0,0,4
28.0,86,3.0,60000.0,0,1,0,0,0,1,0,0,0,8
35.0,97,11.0,160000.0,1,0,0,0,0,0,0,0,1,4
27.0,73,2.0,50000.0,0,1,0,0,0,1,0,0,0,0
32.0,51,8.0,120000.0,1,0,0,0,0,0,0,1,0,7
26.0,112,1.0,55000.0,0,1,0,0,0,1,0,0,0,6
30.0,74,4.0,65000.0,1,0,0,0,0,1,0,0,0,4
28.0,86,3.0,60000.0,0,1,0,0,0,1,0,0,0,8
35.0,97,11.0,160000.0,1,0,0,0,0,0,0,0,1,4
27.0,73,2.0,50000.0,0,1,0,0,0,1,0,0,0,0
32.0,51,8.0,120000.0,1,0,0,0,0,0,0,1,0,7
28.0,112,3.0,85000.0,0,1,0,0,0,1,0,0,0,5
36.0,75,11.0,160000.0,1,0,0,0,0,0,0,1,0,4
25.0,50,1.0,55000.0,0,1,0,0,0,1,0,0,0,0
29.0,27,5.0,100000.0,1,0,0,0,0,0,0,0,1,9
33.0,92,8.0,120000.0,0,1,0,0,0,1,0,0,0,7
27.0,55,2.0,50000.0,1,0,0,0,0,1,0,0,0,8
43.0,112,19.0,185000.0,0,1,0,0,0,0,0,1,0,10
34.0,76,9.0,130000.0,0,1,0,0,0,1,0,0,0,7
25.0,100,0.0,25000.0,1,0,0,1,0,0,0,0,0,1
31.0,50,6.0,100000.0,0,1,0,0,0,0,0,1,0,0
33.0,98,10.0,150000.0,0,1,0,0,0,0,0,0,1,9
23.0,95,0.0,25000.0,1,0,0,1,0,0,0,0,0,8
38.0,88,13.0,160000.0,0,1,0,0,0,1,0,0,0,7
39.0,76,14.0,170000.0,1,0,0,0,0,0,0,1,0,7
26.0,112,1.0,55000.0,0,1,0,0,0,1,0,0,0,6
30.0,74,4.0,65000.0,1,0,0,0,0,1,0,0,0,4
28.0,86,3.0,60000.0,0,1,0,0,0,1,0,0,0,8
35.0,97,11.0,160000.0,1,0,0,0,0,0,0,0,1,4
27.0,73,2.0,50000.0,0,1,0,0,0,1,0,0,0,0
32.0,51,8.0,120000.0,1,0,0,0,0,0,0,1,0,7
26.0,112,1.0,55000.0,0,1,0,0,0,1,0,0,0,6
30.0,74,4.0,65000.0,1,0,0,0,0,1,0,0,0,4
28.0,86,3.0,60000.0,0,1,0,0,0,1,0,0,0,8
35.0,97,11.0,160000.0,1,0,0,0,0,0,0,0,1,4
27.0,73,2.0,50000.0,0,1,0,0,0,1,0,0,0,0
32.0,51,8.0,120000.0,1,0,0,0,0,0,0,1,0,7
28.0,112,3.0,85000.0,0,1,0,0,0,1,0,0,0,5
36.0,75,11.0,160000.0,1,0,0,0,0,0,0,1,0,4
25.0,50,1.0,55000.0,0,1,0,0,0,1,0,0,0,0
29.0,27,5.0,100000.0,1,0,0,0,0,0,0,0,1,9
33.0,92,8.0,120000.0,0,1,0,0,0,1,0,0,0,7
27.0,55,2.0,50000.0,1,0,0,0,0,1,0,0,0,8
43.0,112,19.0,185000.0,0,1,0,0,0,0,0,1,0,10
34.0,76,9.0,130000.0,0,1,0,0,0,1,0,0,0,7
25.0,100,0.0,25000.0,1,0,0,1,0,0,0,0,0,1
31.0,50,6.0,100000.0,0,1,0,0,0,0,0,1,0,0
33.0,98,10.0,150000.0,0,1,0,0,0,0,0,0,1,9
23.0,95,0.0,25000.0,1,0,0,1,0,0,0,0,0,8
38.0,88,13.0,160000.0,0,1,0,0,0,1,0,0,0,7
39.0,76,14.0,170000.0,1,0,0,0,0,0,0,1,0,7
26.0,112,1.0,55000.0,0,1,0,0,0,1,0,0,0,6
30.0,74,4.0,65000.0,1,0,0,0,0,1,0,0,0,4
28.0,86,3.0,60000.0,0,1,0,0,0,1,0,0,0,8
35.0,97,11.0,160000.0,1,0,0,0,0,0,0,0,1,4
27.0,73,2.0,50000.0,0,1,0,0,0,1,0,0,0,0
32.0,51,8.0,120000.0,1,0,0,0,0,0,0,1,0,7
26.0,112,1.0,55000.0,0,1,0,0,0,1,0,0,0,6
30.0,74,4.0,65000.0,1,0,0,0,0,1,0,0,0,4
28.0,86,3.0,60000.0,0,1,0,0,0,1,0,0,0,8
35.0,97,11.0,160000.0,1,0,0,0,0,0,0,0,1,4
27.0,73,2.0,50000.0,0,1,0,0,0,1,0,0,0,0
32.0,51,8.0,120000.0,1,0,0,0,0,0,0,1,0,7
28.0,112,3.0,85000.0,0,1,0,0,0,1,0,0,0,5
36.0,75,11.0,160000.0,1,0,0,0,0,0,0,1,0,4
25.0,50,1.0,55000.0,0,1,0,0,0,1,0,0,0,0
29.0,27,5.0,100000.0,1,0,0,0,0,0,0,0,1,9
