Age,Gender,Education Level,Job Title,Years of Experience,Salary,Job Category,Job Type
26.0,Male,Bachelor's,Product Designer,2.0,55000.0,Regular,Design & Creative
31.0,Female,PhD,Data Scientist,8.0,140000.0,Regular,Data & Analytics
29.0,Male,Bachelor's,Marketing Analyst,4.0,70000.0,Regular,Data & Analytics
33.0,Female,Master's,Marketing Manager,9.0,130000.0,Regular,Management
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,Regular,Software & IT
36.0,Female,PhD,Research Scientist,12.0,170000.0,Regular,Data & Analytics
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,Regular,Management
30.0,Female,Bachelor's,Marketing Coordinator,5.0,90000.0,Regular,Sales & Marketing
34.0,Male,PhD,Research,11.0,160000.0,Director,Science & Research
28.0,Female,Bachelor's,Marketing Analyst,3.0,60000.0,Regular,Data & Analytics
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,Regular,Management
24.0,Female,High School,Receptionist,0.0,25000.0,Regular,Other
37.0,Male,Master's,Marketing,14.0,190000.0,Director,Sales & Marketing
39.0,Female,Bachelor's,Financial Manager,16.0,200000.0,Regular,Management
26.0,Male,Bachelor's,Product Designer,2.0,55000.0,Regular,Design & Creative
31.0,Female,PhD,Data Scientist,8.0,140000.0,Regular,Data & Analytics
29.0,Male,Bachelor's,Marketing Analyst,4.0,70000.0,Regular,Data & Analytics
33.0,Female,Master's,Marketing Manager,9.0,130000.0,Regular,Management
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,Regular,Software & IT
36.0,Female,PhD,Research Scientist,12.0,170000.0,Regular,Data & Analytics
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,Regular,Management
30.0,Female,Bachelor's,Marketing Coordinator,5.0,90000.0,Regular,Sales & Marketing
34.0,Male,PhD,Research,11.0,160000.0,Director,Science & Research
28.0,Female,Bachelor's,Marketing Analyst,3.0,60000.0,Regular,Data & Analytics
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,Regular,Management
24.0,Female,High School,Receptionist,0.0,25000.0,Regular,Other
37.0,Male,Master's,Marketing,14.0,190000.0,Director,Sales & Marketing
39.0,Female,Bachelor's,Financial Manager,16.0,200000.0,Regular,Management
29.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,Regular,Sales & Marketing
34.0,Male,Master's,Software Engineer,9.0,125000.0,Regular,Software & IT
28.0,Female,Bachelor's,Product Manager,3.0,70000.0,Regular,Management
31.0,Male,PhD,Data Scientist,7.0,110000.0,Regular,Data & Analytics
37.0,Female,Bachelor's,Financial Analyst,12.0,160000.0,Regular,Data & Analytics
30.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,Regular,Data & Analytics
33.0,Female,Master's,Software Engineer,8.0,120000.0,Regular,Software & IT
27.0,Male,Bachelor's,Graphic Designer,2.0,50000.0,Regular,Design & Creative
30.0,Female,Bachelor's,Product Manager,5.0,85000.0,Regular,Management
36.0,Male,PhD,Research Scientist,11.0,155000.0,Regular,Data & Analytics
28.0,Male,Bachelor's,Software Engineer,3.0,70000.0,Regular,Software & IT
32.0,Female,Bachelor's,Marketing Manager,8.0,115000.0,Regular,Management
29.0,Male,Master's,Financial Analyst,5.0,95000.0,Regular,Data & Analytics
25.0,Female,Bachelor's,Marketing Analyst,0.0,40000.0,Regular,Data & Analytics
31.0,Male,Bachelor's,Project Manager,6.0,115000.0,Regular,Management
35.0,Female,PhD,Research,12.0,175000.0,Director,Science & Research
28.0,Male,Bachelor's,Software Engineer,3.0,70000.0,Regular,Software & IT
33.0,Female,Master's,Marketing Manager,9.0,135000.0,Regular,Management
29.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,Regular,Data & Analytics
36.0,Male,PhD,Research Scientist,13.0,185000.0,Regular,Data & Analytics
40.0,Female,Bachelor's,Financial Manager,15.0,210000.0,Regular,Management
27.0,Male,Bachelor's,Product Designer,1.0,45000.0,Regular,Design & Creative
32.0,Female,PhD,Data Scientist,9.0,145000.0,Regular,Data & Analytics
28.0,Male,Bachelor's,Marketing Analyst,3.0,70000.0,Regular,Data & Analytics
32.0,Female,Bachelor's,Product Manager,7.0,120000.0,Regular,Management
38.0,Male,Master's,Marketing,14.0,195000.0,Director,Sales & Marketing
40.0,Female,Bachelor's,Financial Manager,16.0,215000.0,Regular,Management
27.0,Male,Bachelor's,Product Designer,2.0,55000.0,Regular,Design & Creative
32.0,Female,PhD,Data Scientist,9.0,145000.0,Regular,Data & Analytics
29.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,Regular,Data & Analytics
33.0,Female,Master's,Marketing Manager,9.0,135000.0,Regular,Management
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,Regular,Software & IT
36.0,Female,PhD,Research Scientist,13.0,185000.0,Regular,Data & Analytics
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,Regular,Management
30.0,Female,Bachelor's,Marketing Coordinator,5.0,95000.0,Regular,Sales & Marketing
34.0,Male,PhD,Research,12.0,170000.0,Director,Science & Research
28.0,Female,Bachelor's,Marketing Analyst,3.0,65000.0,Regular,Data & Analytics
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,Regular,Management
24.0,Female,High School,Receptionist,0.0,25000.0,Regular,Other
38.0,Male,Master's,Marketing,14.0,195000.0,Director,Sales & Marketing
40.0,Female,Bachelor's,Financial Manager,16.0,215000.0,Regular,Management
27.0,Male,Bachelor's,Product Designer,2.0,55000.0,Regular,Design & Creative
32.0,Female,PhD,Data Scientist,9.0,145000.0,Regular,Data & Analytics
29.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,Regular,Data & Analytics
33.0,Female,Master's,Marketing Manager,9.0,135000.0,Regular,Management
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,Regular,Software & IT
36.0,Female,PhD,Research Scientist,13.0,185000.0,Regular,Data & Analytics
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,Regular,Management
30.0,Female,Bachelor's,Marketing Coordinator,5.0,95000.0,Regular,Sales & Marketing
34.0,Male,PhD,Research,12.0,170000.0,Director,Science & Research
28.0,Female,Bachelor's,Marketing Analyst,3.0,65000.0,Regular,Data & Analytics
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,Regular,Management
24.0,Female,High School,Receptionist,0.0,25000.0,Regular,Other
38.0,Male,Master's,Marketing,14.0,195000.0,Director,Sales & Marketing
40.0,Female,Bachelor's,Financial Manager,16.0,215000.0,Regular,Management
27.0,Male,Bachelor's,Product Designer,2.0,55000.0,Regular,Design & Creative
32.0,Female,PhD,Data Scientist,9.0,145000.0,Regular,Data & Analytics
29.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,Regular,Data & Analytics
33.0,Female,Master's,Marketing Manager,9.0,135000.0,Regular,Management
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,Regular,Software & IT
36.0,Female,PhD,Research Scientist,13.0,185000.0,Regular,Data & Analytics
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,Regular,Management
30.0,Female,Bachelor's,Marketing Coordinator,5.0,95000.0,Regular,Sales & Marketing
34.0,Male,PhD,Research,12.0,170000.0,Director,Science & Research
28.0,Female,Bachelor's,Marketing Analyst,3.0,65000.0,Regular,Data & Analytics
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,Regular,Management
24.0,Female,High School,Receptionist,0.0,25000.0,Regular,Other
38.0,Male,Master's,Marketing,14.0,195000.0,Director,Sales & Marketing
40.0,Female,Bachelor's,Financial Manager,16.0,215000.0,Regular,Management
27.0,Male,Bachelor's,Product Designer,2.0,55000.0,Regular,Design & Creative
32.0,Female,PhD,Data Scientist,9.0,145000.0,Regular,Data & Analytics
29.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,Regular,Data & Analytics
33.0,Female,Master's,Marketing Manager,9.0,135000.0,Regular,Management
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,Regular,Software & IT
36.0,Female,PhD,Research Scientist,13.0,185000.0,Regular,Data & Analytics
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,Regular,Management
30.0,Female,Bachelor's,Marketing Coordinator,5.0,95000.0,Regular,Sales & Marketing
34.0,Male,PhD,Research,12.0,170000.0,Director,Science & Research
28.0,Female,Bachelor's,Marketing Analyst,3.0,65000.0,Regular,Data & Analytics
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,Regular,Management
24.0,Female,High School,Receptionist,0.0,25000.0,Regular,Other
38.0,Male,Master's,Marketing,14.0,195000.0,Director,Sales & Marketing
40.0,Female,Bachelor's,Financial Manager,16.0,215000.0,Regular,Management
27.0,Male,Bachelor's,Product Designer,2.0,55000.0,Regular,Design & Creative
32.0,Female,PhD,Data Scientist,9.0,145000.0,Regular,Data & Analytics
29.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,Regular,Data & Analytics
33.0,Female,Master's,Marketing Manager,9.0,135000.0,Regular,Management
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,Regular,Software & IT
36.0,Female,PhD,Research Scientist,13.0,185000.0,Regular,Data & Analytics
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,Regular,Management
30.0,Female,Bachelor's,Marketing Coordinator,5.0,95000.0,Regular,Sales & Marketing
34.0,Male,PhD,Research,12.0,170000.0,Director,Science & Research
28.0,Female,Bachelor's,Marketing Analyst,3.0,65000.0,Regular,Data & Analytics
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,Regular,Management
24.0,Female,High School,Receptionist,0.0,25000.0,Regular,Other
38.0,Male,Master's,Marketing,14.0,195000.0,Director,Sales & Marketing
40.0,Female,Bachelor's,Financial Manager,16.0,215000.0,Regular,Management
27.0,Male,Bachelor's,Product Designer,2.0,55000.0,Regular,Design & Creative
32.0,Female,PhD,Data Scientist,9.0,145000.0,Regular,Data & Analytics
29.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,Regular,Data & Analytics
33.0,Female,Master's,Marketing Manager,9.0,135000.0,Regular,Management
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,Regular,Software & IT
36.0,Female,PhD,Research Scientist,13.0,185000.0,Regular,Data & Analytics
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,Regular,Management
30.0,Female,Bachelor's,Marketing Coordinator,5.0,95000.0,Regular,Sales & Marketing
34.0,Male,PhD,Research,12.0,170000.0,Director,Science & Research
28.0,Female,Bachelor's,Marketing Analyst,3.0,65000.0,Regular,Data & Analytics
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,Regular,Management
24.0,Female,High School,Receptionist,0.0,25000.0,Regular,Other
38.0,Male,Master's,Marketing,14.0,195000.0,Director,Sales & Marketing
40.0,Female,Bachelor's,Financial Manager,16.0,215000.0,Regular,Management
27.0,Male,Bachelor's,Product Designer,2.0,55000.0,Regular,Design & Creative
32.0,Female,PhD,Data Scientist,9.0,145000.0,Regular,Data & Analytics
29.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,Regular,Data & Analytics
33.0,Female,Master's,Marketing Manager,9.0,135000.0,Regular,Management
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,Regular,Software & IT
36.0,Female,PhD,Research Scientist,13.0,185000.0,Regular,Data & Analytics
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,Regular,Management
30.0,Female,Bachelor's,Marketing Coordinator,5.0,95000.0,Regular,Sales & Marketing
34.0,Male,PhD,Research,12.0,170000.0,Director,Science & Research
28.0,Female,Bachelor's,Marketing Analyst,3.0,65000.0,Regular,Data & Analytics
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,Regular,Management
24.0,Female,High School,Receptionist,0.0,25000.0,Regular,Other
38.0,Male,Master's,Marketing,14.0,195000.0,Director,Sales & Marketing
40.0,Female,Bachelor's,Financial Manager,16.0,215000.0,Regular,Management
26.0,Female,Master's,Software Engineer,2.0,75000.0,Regular,Software & IT
39.0,Male,PhD,Research Scientist,14.0,185000.0,Regular,Data & Analytics
32.0,Female,Bachelor's,Marketing Manager,7.0,120000.0,Regular,Management
28.0,Male,Bachelor's,Graphic Designer,3.0,60000.0,Regular,Design & Creative
35.0,Female,Master's,Data Scientist,10.0,145000.0,Regular,Data & Analytics
29.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,Regular,Data & Analytics
33.0,Female,Master's,Product Manager,8.0,135000.0,Regular,Management
27.0,Male,Bachelor's,Software Engineer,2.0,70000.0,Regular,Software & IT
36.0,Female,PhD,Research,12.0,175000.0,Director,Science & Research
38.0,Male,Master's,Marketing,14.0,195000.0,Director,Sales & Marketing
40.0,Female,Bachelor's,Financial Manager,16.0,215000.0,Regular,Management
27.0,Male,Bachelor's,Product Designer,2.0,55000.0,Regular,Design & Creative
32.0,Female,PhD,Data Scientist,9.0,145000.0,Regular,Data & Analytics
29.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,Regular,Data & Analytics
33.0,Female,Master's,Marketing Manager,9.0,135000.0,Regular,Management
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,Regular,Software & IT
36.0,Female,PhD,Research Scientist,13.0,185000.0,Regular,Data & Analytics
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,Regular,Management
30.0,Female,Bachelor's,Marketing Coordinator,5.0,95000.0,Regular,Sales & Marketing
34.0,Male,PhD,Research,12.0,170000.0,Director,Science & Research
28.0,Female,Bachelor's,Marketing Analyst,3.0,65000.0,Regular,Data & Analytics
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,Regular,Management
24.0,Female,High School,Receptionist,0.0,25000.0,Regular,Other
38.0,Male,Master's,Marketing,14.0,195000.0,Director,Sales & Marketing
40.0,Female,Bachelor's,Financial Manager,16.0,215000.0,Regular,Management
27.0,Male,Bachelor's,Product Designer,2.0,55000.0,Regular,Design & Creative
32.0,Female,PhD,Data Scientist,9.0,145000.0,Regular,Data & Analytics
29.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,Regular,Data & Analytics
33.0,Female,Master's,Marketing Manager,9.0,135000.0,Regular,Management
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,Regular,Software & IT
36.0,Female,PhD,Research Scientist,13.0,185000.0,Regular,Data & Analytics
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,Regular,Management
30.0,Female,Bachelor's,Marketing Coordinator,5.0,95000.0,Regular,Sales & Marketing
34.0,Male,PhD,Research,12.0,170000.0,Director,Science & Research
28.0,Female,Bachelor's,Marketing Analyst,3.0,65000.0,Regular,Data & Analytics
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,Regular,Management
24.0,Female,High School,Receptionist,0.0,25000.0,Regular,Other
38.0,Male,Master's,Marketing,14.0,195000.0,Director,Sales & Marketing
40.0,Female,Bachelor's,Financial Manager,16.0,215000.0,Regular,Management
27.0,Male,Bachelor's,Product Designer,2.0,55000.0,Regular,Design & Creative
32.0,Female,PhD,Data Scientist,9.0,145000.0,Regular,Data & Analytics
29.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,Regular,Data & Analytics
33.0,Female,Master's,Marketing Manager,9.0,135000.0,Regular,Management
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,Regular,Software & IT
36.0,Female,PhD,Research Scientist,13.0,185000.0,Regular,Data & Analytics
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,Regular,Management
30.0,Female,Bachelor's,Marketing Coordinator,5.0,95000.0,Regular,Sales & Marketing
34.0,Male,PhD,Research,12.0,170000.0,Director,Science & Research
28.0,Female,Bachelor's,Marketing Analyst,3.0,65000.0,Regular,Data & Analytics
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,Regular,Management
24.0,Female,High School,Receptionist,0.0,25000.0,Regular,Other
38.0,Male,Master's,Marketing,14.0,195000.0,Director,Sales & Marketing
40.0,Female,Bachelor's,Financial Manager,16.0,215000.0,Regular,Management
27.0,Male,Bachelor's,Product Designer,2.0,55000.0,Regular,Design & Creative
32.0,Female,PhD,Data Scientist,9.0,145000.0,Regular,Data & Analytics
29.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,Regular,Data & Analytics
33.0,Female,Master's,Marketing Manager,9.0,135000.0,Regular,Management
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,Regular,Software & IT
36.0,Female,PhD,Research Scientist,13.0,185000.0,Regular,Data & Analytics
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,Regular,Management
30.0,Female,Bachelor's,Marketing Coordinator,5.0,95000.0,Regular,Sales & Marketing
34.0,Male,PhD,Research,12.0,170000.0,Director,Science & Research
28.0,Female,Bachelor's,Marketing Analyst,3.0,65000.0,Regular,Data & Analytics
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,Regular,Management
24.0,Female,High School,Receptionist,0.0,25000.0,Regular,Other
38.0,Male,Master's,Marketing,14.0,195000.0,Director,Sales & Marketing
40.0,Female,Bachelor's,Financial Manager,16.0,215000.0,Regular,Management
27.0,Male,Bachelor's,Product Designer,2.0,55000.0,Regular,Design & Creative
32.0,Female,PhD,Data Scientist,9.0,145000.0,Regular,Data & Analytics
29.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,Regular,Data & Analytics
33.0,Female,Master's,Marketing Manager,9.0,135000.0,Regular,Management
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,Regular,Software & IT
36.0,Female,PhD,Research Scientist,13.0,185000.0,Regular,Data & Analytics
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,Regular,Management
30.0,Female,Bachelor's,Marketing Coordinator,5.0,95000.0,Regular,Sales & Marketing
34.0,Male,PhD,Research,12.0,170000.0,Director,Science & Research
28.0,Female,Bachelor's,Marketing Analyst,3.0,65000.0,Regular,Data & Analytics
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,Regular,Management
24.0,Female,High School,Receptionist,0.0,25000.0,Regular,Other
38.0,Male,Master's,Marketing,14.0,195000.0,Director,Sales & Marketing
40.0,Female,Bachelor's,Financial Manager,16.0,215000.0,Regular,Management
27.0,Male,Bachelor's,Product Designer,2.0,55000.0,Regular,Design & Creative
32.0,Female,PhD,Data Scientist,9.0,145000.0,Regular,Data & Analytics
29.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,Regular,Data & Analytics
33.0,Female,Master's,Marketing Manager,9.0,135000.0,Regular,Management
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,Regular,Software & IT
36.0,Female,PhD,Research Scientist,13.0,185000.0,Regular,Data & Analytics
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,Regular,Management
30.0,Female,Bachelor's,Marketing Coordinator,5.0,95000.0,Regular,Sales & Marketing
34.0,Male,PhD,Research,12.0,170000.0,Director,Science & Research
28.0,Female,Bachelor's,Marketing Analyst,3.0,65000.0,Regular,Data & Analytics
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,Regular,Management
24.0,Female,High School,Receptionist,0.0,25000.0,Regular,Other
38.0,Male,Master's,Marketing,14.0,195000.0,Director,Sales & Marketing
40.0,Female,Bachelor's,Financial Manager,16.0,215000.0,Regular,Management
27.0,Male,Bachelor's,Product Designer,2.0,55000.0,Regular,Design & Creative
32.0,Female,PhD,Data Scientist,9.0,145000.0,Regular,Data & Analytics
29.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,Regular,Data & Analytics
33.0,Female,Master's,Marketing Manager,9.0,135000.0,Regular,Management
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,Regular,Software & IT
36.0,Female,PhD,Research Scientist,13.0,185000.0,Regular,Data & Analytics
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,Regular,Management
30.0,Female,Bachelor's,Marketing Coordinator,5.0,95000.0,Regular,Sales & Marketing
34.0,Male,PhD,Research,12.0,170000.0,Director,Science & Research
28.0,Female,Bachelor's,Marketing Analyst,3.0,65000.0,Regular,Data & Analytics
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,Regular,Management
24.0,Female,High School,Receptionist,0.0,25000.0,Regular,Other
38.0,Male,Master's,Marketing,14.0,195000.0,Director,Sales & Marketing
40.0,Female,Bachelor's,Financial Manager,16.0,215000.0,Regular,Management
27.0,Male,Bachelor's,Product Designer,2.0,55000.0,Regular,Design & Creative
32.0,Female,PhD,Data Scientist,9.0,145000.0,Regular,Data & Analytics
29.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,Regular,Data & Analytics
33.0,Female,Master's,Marketing Manager,9.0,135000.0,Regular,Management
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,Regular,Software & IT
36.0,Female,PhD,Research Scientist,13.0,185000.0,Regular,Data & Analytics
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,Regular,Management
30.0,Female,Bachelor's,Marketing Coordinator,5.0,95000.0,Regular,Sales & Marketing
34.0,Male,PhD,Research,12.0,170000.0,Director,Science & Research
28.0,Female,Bachelor's,Marketing Analyst,3.0,65000.0,Regular,Data & Analytics
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,Regular,Management
24.0,Female,High School,Receptionist,0.0,25000.0,Regular,Other
38.0,Male,Master's,Marketing,14.0,195000.0,Director,Sales & Marketing
40.0,Female,Bachelor's,Financial Manager,16.0,215000.0,Regular,Management
27.0,Male,Bachelor's,Product Designer,2.0,55000.0,Regular,Design & Creative
32.0,Female,PhD,Data Scientist,9.0,145000.0,Regular,Data & Analytics
29.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,Regular,Data & Analytics
29.0,Male,Bachelor's,Sales Associate,2.0,45000.0,Regular,Sales & Marketing
45.0,Female,Master's,Sales Manager,8.0,80000.0,Regular,Management
37.0,Male,PhD,Marketing Manager,7.0,90000.0,Regular,Management
23.0,Female,High School,Sales Executive,1.0,35000.0,Regular,Sales & Marketing
41.0,Male,Bachelor's,Financial Manager,12.0,120000.0,Regular,Management
26.0,Female,Bachelor's,Digital Marketing Manager,4.0,60000.0,Regular,Management
33.0,Male,Master's,Content Marketing Manager,5.0,70000.0,Regular,Management
28.0,Female,High School,Sales Representative,3.0,40000.0,Regular,Sales & Marketing
50.0,Male,PhD,Product Marketing Manager,15.0,150000.0,Senior,Management
35.0,Female,Bachelor's,Sales Representative,2.0,35000.0,Junior,Sales & Marketing
42.0,Male,Master's,Marketing,13.0,130000.0,Director,Sales & Marketing
27.0,Female,Bachelor's,Sales Associate,1.0,35000.0,Regular,Sales & Marketing
48.0,Male,PhD,Sales,18.0,180000.0,Director,Sales & Marketing
31.0,Female,High School,Financial Manager,4.0,60000.0,Regular,Management
36.0,Male,Bachelor's,Sales Manager,6.0,75000.0,Regular,Management
25.0,Female,Master's,Digital Marketing Manager,3.0,50000.0,Regular,Management
39.0,Male,PhD,Marketing Manager,10.0,100000.0,Regular,Management
30.0,Female,High School,Sales Executive,2.0,40000.0,Regular,Sales & Marketing
44.0,Male,Bachelor's,Content Marketing Manager,11.0,110000.0,Regular,Management
29.0,Female,Master's,Sales Representative,4.0,55000.0,Regular,Sales & Marketing
47.0,Male,PhD,Product Marketing Manager,17.0,170000.0,Senior,Management
32.0,Female,Bachelor's,Sales Representative,3.0,40000.0,Junior,Sales & Marketing
38.0,Male,Master's,Marketing,9.0,95000.0,Director,Sales & Marketing
24.0,Female,High School,Sales Associate,1.0,35000.0,Regular,Sales & Marketing
40.0,Male,PhD,Sales,14.0,140000.0,Director,Sales & Marketing
34.0,Female,Bachelor's,Financial Manager,5.0,70000.0,Regular,Management
26.0,Male,Master's,Digital Marketing Manager,3.0,50000.0,Regular,Management
31.0,Female,PhD,Marketing Manager,6.0,75000.0,Regular,Management
27.0,Male,High School,Sales Executive,2.0,40000.0,Regular,Sales & Marketing
43.0,Female,Bachelor's,Content Marketing Manager,12.0,120000.0,Regular,Management
28.0,Male,Master's,Sales Representative,2.0,40000.0,Regular,Sales & Marketing
46.0,Female,PhD,Product Marketing Manager,16.0,160000.0,Senior,Management
33.0,Male,Bachelor's,Sales Representative,4.0,55000.0,Junior,Sales & Marketing
39.0,Female,Master's,Marketing,10.0,100000.0,Director,Sales & Marketing
25.0,Male,High School,Sales Associate,1.0,35000.0,Regular,Sales & Marketing
41.0,Female,Bachelor's,Sales Manager,8.0,80000.0,Regular,Management
35.0,Male,PhD,Marketing Manager,7.0,90000.0,Regular,Management
23.0,Female,Bachelor's,Sales Executive,1.0,35000.0,Regular,Sales & Marketing
42.0,Male,Master's,Financial Manager,13.0,130000.0,Regular,Management
26.0,Female,Bachelor's,Digital Marketing Manager,4.0,60000.0,Regular,Management
32.0,Male,Master's,Content Marketing Manager,5.0,70000.0,Regular,Management
27.0,Female,High School,Sales Representative,3.0,40000.0,Regular,Sales & Marketing
50.0,Male,PhD,Product Marketing Manager,15.0,150000.0,Senior,Management
36.0,Female,Bachelor's,Sales Representative,2.0,35000.0,Junior,Sales & Marketing
48.0,Male,Master's,Marketing,18.0,180000.0,Director,Sales & Marketing
31.0,Female,High School,Sales Associate,2.0,40000.0,Regular,Sales & Marketing
29.0,Male,Bachelor's,Sales,6.0,75000.0,Director,Sales & Marketing
45.0,Female,PhD,Financial Manager,12.0,120000.0,Regular,Management
25.0,Male,Master's,Digital Marketing Manager,3.0,50000.0,Regular,Management
37.0,Female,Bachelor's,Marketing Manager,7.0,90000.0,Regular,Management
23.0,Male,High School,Sales Executive,1.0,35000.0,Regular,Sales & Marketing
41.0,Female,Bachelor's,Content Marketing Manager,11.0,110000.0,Regular,Management
26.0,Male,Master's,Sales Representative,3.0,45000.0,Regular,Sales & Marketing
33.0,Female,PhD,Product Marketing Manager,5.0,70000.0,Senior,Management
28.0,Male,Bachelor's,Sales Representative,1.0,30000.0,Junior,Sales & Marketing
42.0,Female,Master's,Marketing,13.0,130000.0,Director,Sales & Marketing
27.0,Male,High School,Financial Manager,4.0,60000.0,Regular,Management
50.0,Female,Bachelor's,Sales Manager,15.0,150000.0,Regular,Management
35.0,Male,PhD,Marketing Manager,8.0,80000.0,Regular,Management
24.0,Female,Bachelor's,Sales Executive,1.0,35000.0,Regular,Sales & Marketing
46.0,Male,Master's,Content Marketing Manager,16.0,160000.0,Regular,Management
29.0,Female,High School,Sales Representative,2.0,40000.0,Regular,Sales & Marketing
47.0,Male,PhD,Product Marketing Manager,17.0,170000.0,Senior,Management
31.0,Female,Bachelor's,Sales Representative,3.0,40000.0,Junior,Sales & Marketing
38.0,Male,Master's,Marketing,9.0,95000.0,Director,Sales & Marketing
25.0,Female,High School,Sales Associate,1.0,35000.0,Regular,Sales & Marketing
39.0,Male,Bachelor's,Sales,10.0,100000.0,Director,Sales & Marketing
33.0,Female,PhD,Financial Manager,5.0,70000.0,Regular,Management
27.0,Male,Master's,Digital Marketing Manager,3.0,50000.0,Regular,Management
43.0,Female,Bachelor's,Marketing Manager,12.0,120000.0,Regular,Management
28.0,Male,High School,Sales Executive,2.0,40000.0,Regular,Sales & Marketing
31.0,Male,Bachelor's,Sales Associate,3.0,50000.0,Regular,Sales & Marketing
46.0,Female,Master's,Marketing Manager,14.0,140000.0,Regular,Management
27.0,Male,High School,Sales Executive,2.0,40000.0,Regular,Sales & Marketing
38.0,Female,Bachelor's,Financial Manager,10.0,100000.0,Regular,Management
24.0,Male,PhD,Digital Marketing Manager,1.0,30000.0,Regular,Management
33.0,Female,Master's,Content Marketing Manager,6.0,75000.0,Regular,Management
29.0,Male,High School,Sales Representative,2.0,40000.0,Regular,Sales & Marketing
50.0,Female,Bachelor's,Sales Manager,18.0,180000.0,Regular,Management
35.0,Male,PhD,Product Marketing Manager,8.0,80000.0,Senior,Management
23.0,Female,Bachelor's,Sales Executive,1.0,35000.0,Regular,Sales & Marketing
41.0,Male,Master's,Marketing,12.0,120000.0,Director,Sales & Marketing
26.0,Female,High School,Financial Manager,3.0,45000.0,Regular,Management
32.0,Male,Bachelor's,Sales,7.0,90000.0,Director,Sales & Marketing
